user_id,account_create_month,purchase_month,purchase_count
61,2024-02-01,2024-04-01,1
61,2024-02-01,2024-05-01,2
62,2024-03-01,2024-03-31,1
62,2024-03-01,2024-04-01,1
62,2024-03-01,2024-05-01,4
63,2024-04-01,2024-05-01,6
64,2023-11-01,2023-12-01,3
65,2023-12-01,2023-12-31,1
65,2023-12-01,2024-01-01,5
66,2023-12-01,2023-12-31,1
66,2023-12-01,2024-01-01,5
67,2024-01-01,2024-01-31,1
67,2024-01-01,2024-03-01,2
68,2024-02-01,2024-03-02,1
68,2024-02-01,2024-04-01,1
68,2024-02-01,2024-05-01,1
69,2024-03-01,2024-03-31,1
69,2024-03-01,2024-04-01,1
69,2024-03-01,2024-05-01,4
70,2024-04-01,2024-05-01,3
71,2023-11-01,2023-12-01,3
72,2023-12-01,2023-12-31,1
72,2023-12-01,2024-01-01,2
73,2023-12-01,2023-12-31,1
73,2023-12-01,2024-01-01,3
74,2024-01-01,2024-01-31,1
75,2024-02-01,2024-03-02,1
75,2024-02-01,2024-04-01,1
75,2024-02-01,2024-05-01,2
76,2024-03-01,2024-03-31,1
77,2024-04-01,2024-05-01,6
78,2023-11-01,2023-12-01,6
79,2023-12-01,2023-12-31,1
79,2023-12-01,2024-01-01,3
80,2023-12-01,2023-12-31,1
80,2023-12-01,2024-01-01,2
81,2024-01-01,2024-01-31,1
81,2024-01-01,2024-03-01,4
82,2024-02-01,2024-03-02,1
82,2024-02-01,2024-04-01,1
82,2024-02-01,2024-05-01,4
83,2024-03-01,2024-03-31,1
83,2024-03-01,2024-04-01,1
83,2024-03-01,2024-05-01,1
84,2024-04-01,2024-05-01,6
85,2023-11-01,2023-12-01,1
86,2023-12-01,2023-12-31,1
86,2023-12-01,2024-01-01,4
87,2023-12-01,2023-12-31,1
87,2023-12-01,2024-01-01,5
88,2024-01-01,2024-01-31,1
88,2024-01-01,2024-03-01,2
89,2024-02-01,2024-03-02,1
89,2024-02-01,2024-04-01,1
89,2024-02-01,2024-05-01,1
90,2024-03-01,2024-03-31,1
90,2024-03-01,2024-04-01,1
90,2024-03-01,2024-05-01,1
91,2024-04-01,2024-05-01,6
92,2023-11-01,2023-12-01,4
93,2023-12-01,2023-12-31,1
93,2023-12-01,2024-01-01,2
94,2023-12-01,2023-12-31,1
94,2023-12-01,2024-01-01,2
95,2024-01-01,2024-01-31,1
96,2024-02-01,2024-03-02,1
96,2024-02-01,2024-04-01,1
96,2024-02-01,2024-05-01,1
97,2024-03-01,2024-03-31,1
97,2024-03-01,2024-04-01,1
97,2024-03-01,2024-05-01,2
98,2024-04-01,2024-05-01,6
99,2023-11-01,2023-12-01,6
100,2023-12-01,2023-12-31,1
100,2023-12-01,2024-01-01,3
101,2023-12-01,2023-12-31,1
101,2023-12-01,2024-01-01,2
102,2024-01-01,2024-01-31,1
102,2024-01-01,2024-03-01,5
103,2024-02-01,2024-03-02,1
104,2024-03-01,2024-03-31,1
104,2024-03-01,2024-04-01,1
104,2024-03-01,2024-05-01,1
105,2024-04-01,2024-05-01,1
106,2023-11-01,2023-12-01,5
107,2023-12-01,2023-12-31,1
107,2023-12-01,2024-01-01,5
108,2023-12-01,2023-12-31,1
108,2023-12-01,2024-01-01,4
109,2024-01-01,2024-01-31,1
109,2024-01-01,2024-03-01,5
110,2024-02-01,2024-03-02,1
110,2024-02-01,2024-04-01,1
110,2024-02-01,2024-05-01,1
111,2024-03-01,2024-03-31,1
111,2024-03-01,2024-04-01,1
111,2024-03-01,2024-05-01,1
112,2024-04-01,2024-05-01,1
113,2023-11-01,2023-12-01,3
114,2023-12-01,2023-12-31,1
115,2023-12-01,2023-12-31,1
115,2023-12-01,2024-01-01,3
116,2024-01-01,2024-01-31,1
116,2024-01-01,2024-03-01,2
117,2024-02-01,2024-03-02,1
117,2024-02-01,2024-04-01,1
117,2024-02-01,2024-05-01,1
118,2024-03-01,2024-03-31,1
119,2024-04-01,2024-05-01,6
120,2023-11-01,2023-12-01,3
121,2023-12-01,2023-12-31,1
121,2023-12-01,2024-01-01,4
122,2023-12-01,2023-12-31,1
122,2023-12-01,2024-01-01,2
123,2024-01-01,2024-01-31,1
123,2024-01-01,2024-03-01,4
124,2024-02-01,2024-03-02,1
125,2024-03-01,2024-03-31,1
125,2024-03-01,2024-04-01,1
125,2024-03-01,2024-05-01,1
126,2024-04-01,2024-05-01,3
127,2023-11-01,2023-12-01,4
128,2023-12-01,2023-12-31,1
128,2023-12-01,2024-01-01,2
129,2023-12-01,2023-12-31,1
129,2023-12-01,2024-01-01,2
130,2024-01-01,2024-01-31,1
130,2024-01-01,2024-03-01,2
131,2024-02-01,2024-03-02,1
131,2024-02-01,2024-04-01,1
131,2024-02-01,2024-05-01,1
132,2024-03-01,2024-03-31,1
132,2024-03-01,2024-04-01,1
132,2024-03-01,2024-05-01,1
133,2024-04-01,2024-05-01,6
134,2023-11-01,2023-12-01,5
135,2023-12-01,2023-12-31,1
135,2023-12-01,2024-01-01,2
136,2023-12-01,2023-12-31,1
136,2023-12-01,2024-01-01,5
137,2024-01-01,2024-01-31,1
137,2024-01-01,2024-03-01,2
138,2024-02-01,2024-03-02,1
139,2024-03-01,2024-03-31,1
139,2024-03-01,2024-04-01,1
139,2024-03-01,2024-05-01,2
140,2024-04-01,2024-05-01,6
141,2023-11-01,2023-12-01,5
142,2023-12-01,2023-12-31,1
142,2023-12-01,2024-01-01,2
143,2023-12-01,2023-12-31,1
143,2023-12-01,2024-01-01,4
144,2024-01-01,2024-01-31,1
145,2024-02-01,2024-03-02,1
145,2024-02-01,2024-04-01,1
145,2024-02-01,2024-05-01,1
146,2024-03-01,2024-03-31,1
146,2024-03-01,2024-04-01,1
146,2024-03-01,2024-05-01,1
147,2024-04-01,2024-05-01,3
148,2023-11-01,2023-12-01,1
149,2023-12-01,2023-12-31,1
149,2023-12-01,2024-01-01,2
150,2023-12-01,2023-12-31,1
151,2024-01-01,2024-01-31,1
151,2024-01-01,2024-03-01,2
152,2024-02-01,2024-03-02,1
152,2024-02-01,2024-04-01,1
152,2024-02-01,2024-05-01,2
153,2024-03-01,2024-03-31,1
154,2024-04-01,2024-05-01,3
155,2023-11-01,2023-12-01,3
156,2023-12-01,2023-12-31,1
156,2023-12-01,2024-01-01,3
157,2023-12-01,2023-12-31,1
157,2023-12-01,2024-01-01,2
158,2024-01-01,2024-01-31,1
158,2024-01-01,2024-03-01,3
159,2024-02-01,2024-03-02,1
160,2024-03-01,2024-03-31,1
160,2024-03-01,2024-04-01,1
160,2024-03-01,2024-05-01,4
161,2024-04-01,2024-05-01,3
162,2023-11-01,2023-12-01,5
163,2023-12-01,2023-12-31,1
163,2023-12-01,2024-01-01,5
164,2023-12-01,2023-12-31,1
165,2024-01-01,2024-01-31,1
165,2024-01-01,2024-03-01,2
166,2024-02-01,2024-03-02,1
167,2024-03-01,2024-03-31,1
167,2024-03-01,2024-04-01,1
167,2024-03-01,2024-05-01,1
168,2024-04-01,2024-05-01,4
169,2023-11-01,2023-12-01,4
170,2023-12-01,2023-12-31,1
171,2023-12-01,2023-12-31,1
171,2023-12-01,2024-01-01,2
172,2024-01-01,2024-01-31,1
173,2024-02-01,2024-03-02,1
173,2024-02-01,2024-04-01,1
173,2024-02-01,2024-05-01,2
174,2024-03-01,2024-03-31,1
174,2024-03-01,2024-04-01,1
174,2024-03-01,2024-05-01,1
175,2024-04-01,2024-05-01,1
176,2023-11-01,2023-12-01,3
177,2023-12-01,2023-12-31,1
177,2023-12-01,2024-01-01,2
178,2023-12-01,2023-12-31,1
178,2023-12-01,2024-01-01,5
179,2024-01-01,2024-01-31,1
179,2024-01-01,2024-03-01,2
180,2024-02-01,2024-03-02,1
180,2024-02-01,2024-04-01,1
180,2024-02-01,2024-05-01,1
181,2024-03-01,2024-03-31,1
181,2024-03-01,2024-04-01,1
181,2024-03-01,2024-05-01,2
182,2024-04-01,2024-05-01,3
183,2023-11-01,2023-12-01,6
184,2023-12-01,2023-12-31,1
184,2023-12-01,2024-01-01,5
185,2023-12-01,2023-12-31,1
185,2023-12-01,2024-01-01,2
186,2024-01-01,2024-01-31,1
187,2024-02-01,2024-03-02,1
187,2024-02-01,2024-04-01,1
187,2024-02-01,2024-05-01,3
188,2024-03-01,2024-03-31,1
188,2024-03-01,2024-04-01,1
188,2024-03-01,2024-05-01,2
189,2024-04-01,2024-05-01,3
190,2023-11-01,2023-12-01,6
191,2023-12-01,2023-12-31,1
191,2023-12-01,2024-01-01,4
192,2023-12-01,2023-12-31,1
192,2023-12-01,2024-01-01,3
193,2024-01-01,2024-01-31,1
193,2024-01-01,2024-03-01,2
194,2024-02-01,2024-03-02,1
194,2024-02-01,2024-04-01,1
194,2024-02-01,2024-05-01,4
195,2024-03-01,2024-03-31,1
195,2024-03-01,2024-04-01,1
195,2024-03-01,2024-05-01,2
196,2024-04-01,2024-05-01,5
197,2023-11-01,2023-12-01,4
198,2023-12-01,2023-12-31,1
198,2023-12-01,2024-01-01,3
199,2023-12-01,2023-12-31,1
199,2023-12-01,2024-01-01,2
200,2024-01-01,2024-01-31,1
200,2024-01-01,2024-03-01,2
201,2024-02-01,2024-03-02,1
202,2024-03-01,2024-03-31,1
202,2024-03-01,2024-04-01,1
202,2024-03-01,2024-05-01,1
203,2024-04-01,2024-05-01,4
204,2023-11-01,2023-12-01,3
205,2023-12-01,2023-12-31,1
205,2023-12-01,2024-01-01,3
206,2023-12-01,2023-12-31,1
206,2023-12-01,2024-01-01,2
207,2024-01-01,2024-01-31,1
207,2024-01-01,2024-03-01,4
208,2024-02-01,2024-03-02,1
208,2024-02-01,2024-04-01,1
208,2024-02-01,2024-05-01,2
209,2024-03-01,2024-03-31,1
210,2024-04-01,2024-05-01,3
211,2023-11-01,2023-12-01,4
212,2023-12-01,2023-12-31,1
212,2023-12-01,2024-01-01,2
213,2023-12-01,2023-12-31,1
213,2023-12-01,2024-01-01,2
214,2024-01-01,2024-01-31,1
214,2024-01-01,2024-03-01,5
215,2024-02-01,2024-03-02,1
215,2024-02-01,2024-04-01,1
215,2024-02-01,2024-05-01,2
216,2024-03-01,2024-03-31,1
216,2024-03-01,2024-04-01,1
216,2024-03-01,2024-05-01,1
217,2024-04-01,2024-05-01,3
218,2023-11-01,2023-12-01,3
219,2023-12-01,2023-12-31,1
219,2023-12-01,2024-01-01,5
220,2023-12-01,2023-12-31,1
220,2023-12-01,2024-01-01,2
221,2024-01-01,2024-01-31,1
222,2024-02-01,2024-03-02,1
222,2024-02-01,2024-04-01,1
222,2024-02-01,2024-05-01,3
223,2024-03-01,2024-03-31,1
224,2024-04-01,2024-05-01,4
225,2023-11-01,2023-12-01,4
226,2023-12-01,2023-12-31,1
226,2023-12-01,2024-01-01,2
227,2023-12-01,2023-12-31,1
227,2023-12-01,2024-01-01,4
228,2024-01-01,2024-01-31,1
228,2024-01-01,2024-03-01,2
229,2024-02-01,2024-03-02,1
229,2024-02-01,2024-04-01,1
229,2024-02-01,2024-05-01,2
230,2024-03-01,2024-03-31,1
230,2024-03-01,2024-04-01,1
230,2024-03-01,2024-05-01,2
231,2024-04-01,2024-05-01,1
232,2023-11-01,2023-12-01,3
233,2023-12-01,2023-12-31,1
233,2023-12-01,2024-01-01,5
234,2023-12-01,2023-12-31,1
234,2023-12-01,2024-01-01,3
235,2024-01-01,2024-01-31,1
235,2024-01-01,2024-03-01,5
236,2024-02-01,2024-03-02,1
236,2024-02-01,2024-04-01,1
236,2024-02-01,2024-05-01,1
237,2024-03-01,2024-03-31,1
237,2024-03-01,2024-04-01,1
237,2024-03-01,2024-05-01,2
238,2024-04-01,2024-05-01,3
239,2023-11-01,2023-12-01,6
240,2023-12-01,2023-12-31,1
240,2023-12-01,2024-01-01,2
241,2023-12-01,2023-12-31,1
241,2023-12-01,2024-01-01,2
242,2024-01-01,2024-01-31,1
242,2024-01-01,2024-03-01,2
243,2024-02-01,2024-03-02,1
243,2024-02-01,2024-04-01,1
243,2024-02-01,2024-05-01,3
244,2024-03-01,2024-03-31,1
244,2024-03-01,2024-04-01,1
244,2024-03-01,2024-05-01,1
245,2024-04-01,2024-05-01,6
246,2023-11-01,2023-12-01,4
247,2023-12-01,2023-12-31,1
247,2023-12-01,2024-01-01,2
248,2023-12-01,2023-12-31,1
248,2023-12-01,2024-01-01,3
249,2024-01-01,2024-01-31,1
249,2024-01-01,2024-03-01,2
250,2024-02-01,2024-03-02,1
250,2024-02-01,2024-04-01,1
250,2024-02-01,2024-05-01,1
251,2024-03-01,2024-03-31,1
251,2024-03-01,2024-04-01,1
251,2024-03-01,2024-05-01,2
252,2024-04-01,2024-05-01,3
253,2023-11-01,2023-12-01,6
254,2023-12-01,2023-12-31,1
254,2023-12-01,2024-01-01,3
255,2023-12-01,2023-12-31,1
255,2023-12-01,2024-01-01,4
256,2024-01-01,2024-01-31,1
256,2024-01-01,2024-03-01,2
257,2024-02-01,2024-03-02,1
258,2024-03-01,2024-03-31,1
258,2024-03-01,2024-04-01,1
258,2024-03-01,2024-05-01,4
259,2024-04-01,2024-05-01,3
260,2023-11-01,2023-12-01,3
261,2023-12-01,2023-12-31,1
261,2023-12-01,2024-01-01,4
262,2023-12-01,2023-12-31,1
262,2023-12-01,2024-01-01,2
263,2024-01-01,2024-01-31,1
263,2024-01-01,2024-03-01,5
264,2024-02-01,2024-03-02,1
264,2024-02-01,2024-04-01,1
264,2024-02-01,2024-05-01,1
265,2024-03-01,2024-03-31,1
265,2024-03-01,2024-04-01,1
265,2024-03-01,2024-05-01,2
266,2024-04-01,2024-05-01,3
267,2023-11-01,2023-12-01,6
268,2023-12-01,2023-12-31,1
268,2023-12-01,2024-01-01,5
269,2023-12-01,2023-12-31,1
269,2023-12-01,2024-01-01,5
270,2024-01-01,2024-01-31,1
270,2024-01-01,2024-03-01,2
271,2024-02-01,2024-03-02,1
271,2024-02-01,2024-04-01,1
271,2024-02-01,2024-05-01,4
272,2024-03-01,2024-03-31,1
272,2024-03-01,2024-04-01,1
272,2024-03-01,2024-05-01,4
273,2024-04-01,2024-05-01,3
274,2023-11-01,2023-12-01,6
275,2023-12-01,2023-12-31,1
275,2023-12-01,2024-01-01,5
276,2023-12-01,2023-12-31,1
276,2023-12-01,2024-01-01,2
277,2024-01-01,2024-01-31,1
277,2024-01-01,2024-03-01,2
278,2024-02-01,2024-03-02,1
278,2024-02-01,2024-04-01,1
278,2024-02-01,2024-05-01,3
279,2024-03-01,2024-03-31,1
279,2024-03-01,2024-04-01,1
279,2024-03-01,2024-05-01,3
280,2024-04-01,2024-05-01,5
281,2023-11-01,2023-12-01,4
282,2023-12-01,2023-12-31,1
283,2023-12-01,2023-12-31,1
283,2023-12-01,2024-01-01,5
284,2024-01-01,2024-01-31,1
284,2024-01-01,2024-03-01,2
285,2024-02-01,2024-03-02,1
285,2024-02-01,2024-04-01,1
285,2024-02-01,2024-05-01,4
286,2024-03-01,2024-03-31,1
286,2024-03-01,2024-04-01,1
286,2024-03-01,2024-05-01,1
287,2024-04-01,2024-05-01,1
288,2023-11-01,2023-12-01,3
289,2023-12-01,2023-12-31,1
289,2023-12-01,2024-01-01,5
290,2023-12-01,2023-12-31,1
290,2023-12-01,2024-01-01,2
291,2024-01-01,2024-01-31,1
292,2024-02-01,2024-03-02,1
292,2024-02-01,2024-04-01,1
292,2024-02-01,2024-05-01,1
293,2024-03-01,2024-03-31,1
293,2024-03-01,2024-04-01,1
293,2024-03-01,2024-05-01,1
294,2024-04-01,2024-05-01,1
295,2023-11-01,2023-12-01,3
296,2023-12-01,2023-12-31,1
296,2023-12-01,2024-01-01,3
297,2023-12-01,2023-12-31,1
297,2023-12-01,2024-01-01,5
298,2024-01-01,2024-01-31,1
298,2024-01-01,2024-03-01,3
299,2024-02-01,2024-03-02,1
299,2024-02-01,2024-04-01,1
299,2024-02-01,2024-05-01,1
300,2024-03-01,2024-03-31,1
300,2024-03-01,2024-04-01,1
300,2024-03-01,2024-05-01,4
301,2024-04-01,2024-05-01,6
302,2023-11-01,2023-12-01,1
303,2023-12-01,2023-12-31,1
303,2023-12-01,2024-01-01,3
304,2023-12-01,2023-12-31,1
304,2023-12-01,2024-01-01,2
305,2024-01-01,2024-01-31,1
305,2024-01-01,2024-03-01,3
306,2024-02-01,2024-03-02,1
306,2024-02-01,2024-04-01,1
306,2024-02-01,2024-05-01,4
307,2024-03-01,2024-03-31,1
307,2024-03-01,2024-04-01,1
307,2024-03-01,2024-05-01,4
308,2024-04-01,2024-05-01,5
309,2023-11-01,2023-12-01,5
310,2023-12-01,2023-12-31,1
310,2023-12-01,2024-01-01,5
311,2023-12-01,2023-12-31,1
311,2023-12-01,2024-01-01,4
312,2024-01-01,2024-01-31,1
312,2024-01-01,2024-03-01,3
313,2024-02-01,2024-03-02,1
313,2024-02-01,2024-04-01,1
313,2024-02-01,2024-05-01,1
314,2024-03-01,2024-03-31,1
314,2024-03-01,2024-04-01,1
314,2024-03-01,2024-05-01,4
315,2024-04-01,2024-05-01,1
316,2023-11-01,2023-12-01,3
317,2023-12-01,2023-12-31,1
318,2023-12-01,2023-12-31,1
318,2023-12-01,2024-01-01,4
319,2024-01-01,2024-01-31,1
319,2024-01-01,2024-03-01,2
320,2024-02-01,2024-03-02,1
320,2024-02-01,2024-04-01,1
320,2024-02-01,2024-05-01,2
321,2024-03-01,2024-03-31,1
321,2024-03-01,2024-04-01,1
321,2024-03-01,2024-05-01,1
322,2024-04-01,2024-05-01,3
323,2023-11-01,2023-12-01,3
324,2023-12-01,2023-12-31,1
324,2023-12-01,2024-01-01,2
325,2023-12-01,2023-12-31,1
325,2023-12-01,2024-01-01,3
326,2024-01-01,2024-01-31,1
326,2024-01-01,2024-03-01,2
327,2024-02-01,2024-03-02,1
328,2024-03-01,2024-03-31,1
328,2024-03-01,2024-04-01,1
328,2024-03-01,2024-05-01,3
329,2024-04-01,2024-05-01,3
330,2023-11-01,2023-12-01,3
331,2023-12-01,2023-12-31,1
331,2023-12-01,2024-01-01,2
332,2023-12-01,2023-12-31,1
332,2023-12-01,2024-01-01,3
333,2024-01-01,2024-01-31,1
333,2024-01-01,2024-03-01,5
334,2024-02-01,2024-03-02,1
334,2024-02-01,2024-04-01,1
334,2024-02-01,2024-05-01,2
335,2024-03-01,2024-03-31,1
335,2024-03-01,2024-04-01,1
335,2024-03-01,2024-05-01,2
336,2024-04-01,2024-05-01,4
337,2023-11-01,2023-12-01,1
338,2023-12-01,2023-12-31,1
338,2023-12-01,2024-01-01,5
339,2023-12-01,2023-12-31,1
339,2023-12-01,2024-01-01,2
340,2024-01-01,2024-01-31,1
340,2024-01-01,2024-03-01,4
341,2024-02-01,2024-03-02,1
341,2024-02-01,2024-04-01,1
341,2024-02-01,2024-05-01,3
342,2024-03-01,2024-03-31,1
342,2024-03-01,2024-04-01,1
342,2024-03-01,2024-05-01,1
343,2024-04-01,2024-05-01,3
344,2023-11-01,2023-12-01,5
345,2023-12-01,2023-12-31,1
345,2023-12-01,2024-01-01,5
346,2023-12-01,2023-12-31,1
346,2023-12-01,2024-01-01,2
347,2024-01-01,2024-01-31,1
347,2024-01-01,2024-03-01,5
348,2024-02-01,2024-03-02,1
349,2024-03-01,2024-03-31,1
349,2024-03-01,2024-04-01,1
349,2024-03-01,2024-05-01,1
350,2024-04-01,2024-05-01,6
351,2023-11-01,2023-12-01,6
352,2023-12-01,2023-12-31,1
352,2023-12-01,2024-01-01,4
353,2023-12-01,2023-12-31,1
353,2023-12-01,2024-01-01,3
354,2024-01-01,2024-01-31,1
354,2024-01-01,2024-03-01,5
355,2024-02-01,2024-03-02,1
356,2024-03-01,2024-03-31,1
356,2024-03-01,2024-04-01,1
356,2024-03-01,2024-05-01,1
357,2024-04-01,2024-05-01,6
358,2023-11-01,2023-12-01,6
359,2023-12-01,2023-12-31,1
359,2023-12-01,2024-01-01,2
360,2023-12-01,2023-12-31,1
360,2023-12-01,2024-01-01,5
361,2024-01-01,2024-01-31,1
361,2024-01-01,2024-03-01,2
362,2024-02-01,2024-03-02,1
362,2024-02-01,2024-04-01,1
362,2024-02-01,2024-05-01,4
363,2024-03-01,2024-03-31,1
363,2024-03-01,2024-04-01,1
363,2024-03-01,2024-05-01,1
364,2024-04-01,2024-05-01,5
365,2023-11-01,2023-12-01,3
366,2023-12-01,2023-12-31,1
366,2023-12-01,2024-01-01,3
367,2023-12-01,2023-12-31,1
367,2023-12-01,2024-01-01,5
368,2024-01-01,2024-01-31,1
368,2024-01-01,2024-03-01,2
369,2024-02-01,2024-03-02,1
369,2024-02-01,2024-04-01,1
369,2024-02-01,2024-05-01,4
370,2024-03-01,2024-03-31,1
370,2024-03-01,2024-04-01,1
370,2024-03-01,2024-05-01,4
371,2024-04-01,2024-05-01,5
372,2023-11-01,2023-12-01,3
373,2023-12-01,2023-12-31,1
373,2023-12-01,2024-01-01,5
374,2023-12-01,2023-12-31,1
375,2024-01-01,2024-01-31,1
375,2024-01-01,2024-03-01,2
376,2024-02-01,2024-03-02,1
376,2024-02-01,2024-04-01,1
376,2024-02-01,2024-05-01,3
377,2024-03-01,2024-03-31,1
377,2024-03-01,2024-04-01,1
377,2024-03-01,2024-05-01,3
378,2024-04-01,2024-05-01,3
379,2023-11-01,2023-12-01,6
380,2023-12-01,2023-12-31,1
380,2023-12-01,2024-01-01,3
381,2023-12-01,2023-12-31,1
381,2023-12-01,2024-01-01,2
382,2024-01-01,2024-01-31,1
382,2024-01-01,2024-03-01,2
383,2024-02-01,2024-03-02,1
384,2024-03-01,2024-03-31,1
384,2024-03-01,2024-04-01,1
384,2024-03-01,2024-05-01,2
385,2024-04-01,2024-05-01,3
386,2023-11-01,2023-12-01,4
387,2023-12-01,2023-12-31,1
387,2023-12-01,2024-01-01,5
388,2023-12-01,2023-12-31,1
388,2023-12-01,2024-01-01,2
389,2024-01-01,2024-01-31,1
390,2024-02-01,2024-03-02,1
390,2024-02-01,2024-04-01,1
390,2024-02-01,2024-05-01,3
391,2024-03-01,2024-03-31,1
391,2024-03-01,2024-04-01,1
391,2024-03-01,2024-05-01,1
392,2024-04-01,2024-05-01,4
393,2023-11-01,2023-12-01,4
394,2023-12-01,2023-12-31,1
394,2023-12-01,2024-01-01,5
395,2023-12-01,2023-12-31,1
395,2023-12-01,2024-01-01,3
396,2024-01-01,2024-01-31,1
396,2024-01-01,2024-03-01,2
397,2024-02-01,2024-03-02,1
397,2024-02-01,2024-04-01,1
397,2024-02-01,2024-05-01,1
398,2024-03-01,2024-03-31,1
398,2024-03-01,2024-04-01,1
398,2024-03-01,2024-05-01,2
399,2024-04-01,2024-05-01,5
400,2023-11-01,2023-12-01,3
401,2023-12-01,2023-12-31,1
401,2023-12-01,2024-01-01,4
402,2023-12-01,2023-12-31,1
402,2023-12-01,2024-01-01,5
403,2024-01-01,2024-01-31,1
403,2024-01-01,2024-03-01,3
404,2024-02-01,2024-03-02,1
404,2024-02-01,2024-04-01,1
404,2024-02-01,2024-05-01,2
405,2024-03-01,2024-03-31,1
405,2024-03-01,2024-04-01,1
405,2024-03-01,2024-05-01,4
406,2024-04-01,2024-05-01,3
407,2023-11-01,2023-12-01,5
408,2023-12-01,2023-12-31,1
408,2023-12-01,2024-01-01,3
409,2023-12-01,2023-12-31,1
409,2023-12-01,2024-01-01,2
410,2024-01-01,2024-01-31,1
410,2024-01-01,2024-03-01,5
411,2024-02-01,2024-03-02,1
411,2024-02-01,2024-04-01,1
411,2024-02-01,2024-05-01,1
412,2024-03-01,2024-03-31,1
412,2024-03-01,2024-04-01,1
412,2024-03-01,2024-05-01,1
413,2024-04-01,2024-05-01,1
414,2023-11-01,2023-12-01,3
415,2023-12-01,2023-12-31,1
