user_id,account_create_month,purchase_month
62,2024-03-01,2024-05-01
62,2024-03-01,2024-05-01
62,2024-03-01,2024-05-01
62,2024-03-01,2024-05-01
63,2024-04-01,2024-05-01
63,2024-04-01,2024-05-01
63,2024-04-01,2024-05-01
63,2024-04-01,2024-05-01
63,2024-04-01,2024-05-01
63,2024-04-01,2024-05-01
64,2023-11-01,2023-12-01
64,2023-11-01,2023-12-01
64,2023-11-01,2023-12-01
65,2023-12-01,2023-12-31
65,2023-12-01,2024-01-01
65,2023-12-01,2024-01-01
65,2023-12-01,2024-01-01
65,2023-12-01,2024-01-01
65,2023-12-01,2024-01-01
66,2023-12-01,2023-12-31
66,2023-12-01,2024-01-01
66,2023-12-01,2024-01-01
66,2023-12-01,2024-01-01
66,2023-12-01,2024-01-01
66,2023-12-01,2024-01-01
67,2024-01-01,2024-01-31
67,2024-01-01,2024-03-01
67,2024-01-01,2024-03-01
68,2024-02-01,2024-03-02
68,2024-02-01,2024-04-01
68,2024-02-01,2024-05-01
69,2024-03-01,2024-03-31
69,2024-03-01,2024-04-01
69,2024-03-01,2024-05-01
69,2024-03-01,2024-05-01
69,2024-03-01,2024-05-01
69,2024-03-01,2024-05-01
70,2024-04-01,2024-05-01
70,2024-04-01,2024-05-01
70,2024-04-01,2024-05-01
71,2023-11-01,2023-12-01
71,2023-11-01,2023-12-01
71,2023-11-01,2023-12-01
72,2023-12-01,2023-12-31
72,2023-12-01,2024-01-01
72,2023-12-01,2024-01-01
73,2023-12-01,2023-12-31
73,2023-12-01,2024-01-01
73,2023-12-01,2024-01-01
73,2023-12-01,2024-01-01
74,2024-01-01,2024-01-31
75,2024-02-01,2024-03-02
75,2024-02-01,2024-04-01
75,2024-02-01,2024-05-01
75,2024-02-01,2024-05-01
76,2024-03-01,2024-03-31
77,2024-04-01,2024-05-01
77,2024-04-01,2024-05-01
77,2024-04-01,2024-05-01
77,2024-04-01,2024-05-01
77,2024-04-01,2024-05-01
77,2024-04-01,2024-05-01
78,2023-11-01,2023-12-01
78,2023-11-01,2023-12-01
78,2023-11-01,2023-12-01
78,2023-11-01,2023-12-01
78,2023-11-01,2023-12-01
78,2023-11-01,2023-12-01
79,2023-12-01,2023-12-31
79,2023-12-01,2024-01-01
79,2023-12-01,2024-01-01
79,2023-12-01,2024-01-01
80,2023-12-01,2023-12-31
80,2023-12-01,2024-01-01
80,2023-12-01,2024-01-01
81,2024-01-01,2024-01-31
81,2024-01-01,2024-03-01
81,2024-01-01,2024-03-01
81,2024-01-01,2024-03-01
81,2024-01-01,2024-03-01
82,2024-02-01,2024-03-02
82,2024-02-01,2024-04-01
82,2024-02-01,2024-05-01
82,2024-02-01,2024-05-01
82,2024-02-01,2024-05-01
82,2024-02-01,2024-05-01
83,2024-03-01,2024-03-31
83,2024-03-01,2024-04-01
83,2024-03-01,2024-05-01
84,2024-04-01,2024-05-01
84,2024-04-01,2024-05-01
84,2024-04-01,2024-05-01
84,2024-04-01,2024-05-01
84,2024-04-01,2024-05-01
84,2024-04-01,2024-05-01
85,2023-11-01,2023-12-01
86,2023-12-01,2023-12-31
86,2023-12-01,2024-01-01
86,2023-12-01,2024-01-01
86,2023-12-01,2024-01-01
86,2023-12-01,2024-01-01
87,2023-12-01,2023-12-31
87,2023-12-01,2024-01-01
87,2023-12-01,2024-01-01
87,2023-12-01,2024-01-01
87,2023-12-01,2024-01-01
87,2023-12-01,2024-01-01
88,2024-01-01,2024-01-31
88,2024-01-01,2024-03-01
88,2024-01-01,2024-03-01
89,2024-02-01,2024-03-02
89,2024-02-01,2024-04-01
89,2024-02-01,2024-05-01
90,2024-03-01,2024-03-31
90,2024-03-01,2024-04-01
90,2024-03-01,2024-05-01
91,2024-04-01,2024-05-01
91,2024-04-01,2024-05-01
91,2024-04-01,2024-05-01
91,2024-04-01,2024-05-01
91,2024-04-01,2024-05-01
91,2024-04-01,2024-05-01
92,2023-11-01,2023-12-01
92,2023-11-01,2023-12-01
92,2023-11-01,2023-12-01
92,2023-11-01,2023-12-01
93,2023-12-01,2023-12-31
93,2023-12-01,2024-01-01
93,2023-12-01,2024-01-01
94,2023-12-01,2023-12-31
94,2023-12-01,2024-01-01
94,2023-12-01,2024-01-01
95,2024-01-01,2024-01-31
96,2024-02-01,2024-03-02
96,2024-02-01,2024-04-01
96,2024-02-01,2024-05-01
97,2024-03-01,2024-03-31
97,2024-03-01,2024-04-01
97,2024-03-01,2024-05-01
97,2024-03-01,2024-05-01
98,2024-04-01,2024-05-01
98,2024-04-01,2024-05-01
98,2024-04-01,2024-05-01
98,2024-04-01,2024-05-01
98,2024-04-01,2024-05-01
98,2024-04-01,2024-05-01
99,2023-11-01,2023-12-01
99,2023-11-01,2023-12-01
99,2023-11-01,2023-12-01
99,2023-11-01,2023-12-01
99,2023-11-01,2023-12-01
99,2023-11-01,2023-12-01
100,2023-12-01,2023-12-31
100,2023-12-01,2024-01-01
100,2023-12-01,2024-01-01
100,2023-12-01,2024-01-01
101,2023-12-01,2023-12-31
101,2023-12-01,2024-01-01
101,2023-12-01,2024-01-01
102,2024-01-01,2024-01-31
102,2024-01-01,2024-03-01
102,2024-01-01,2024-03-01
102,2024-01-01,2024-03-01
102,2024-01-01,2024-03-01
102,2024-01-01,2024-03-01
103,2024-02-01,2024-03-02
104,2024-03-01,2024-03-31
104,2024-03-01,2024-04-01
104,2024-03-01,2024-05-01
105,2024-04-01,2024-05-01
106,2023-11-01,2023-12-01
106,2023-11-01,2023-12-01
106,2023-11-01,2023-12-01
106,2023-11-01,2023-12-01
106,2023-11-01,2023-12-01
107,2023-12-01,2023-12-31
107,2023-12-01,2024-01-01
107,2023-12-01,2024-01-01
107,2023-12-01,2024-01-01
107,2023-12-01,2024-01-01
107,2023-12-01,2024-01-01
108,2023-12-01,2023-12-31
108,2023-12-01,2024-01-01
108,2023-12-01,2024-01-01
108,2023-12-01,2024-01-01
108,2023-12-01,2024-01-01
109,2024-01-01,2024-01-31
109,2024-01-01,2024-03-01
109,2024-01-01,2024-03-01
109,2024-01-01,2024-03-01
109,2024-01-01,2024-03-01
109,2024-01-01,2024-03-01
110,2024-02-01,2024-03-02
110,2024-02-01,2024-04-01
110,2024-02-01,2024-05-01
111,2024-03-01,2024-03-31
111,2024-03-01,2024-04-01
111,2024-03-01,2024-05-01
112,2024-04-01,2024-05-01
113,2023-11-01,2023-12-01
113,2023-11-01,2023-12-01
113,2023-11-01,2023-12-01
114,2023-12-01,2023-12-31
115,2023-12-01,2023-12-31
115,2023-12-01,2024-01-01
115,2023-12-01,2024-01-01
115,2023-12-01,2024-01-01
116,2024-01-01,2024-01-31
116,2024-01-01,2024-03-01
116,2024-01-01,2024-03-01
117,2024-02-01,2024-03-02
117,2024-02-01,2024-04-01
117,2024-02-01,2024-05-01
118,2024-03-01,2024-03-31
119,2024-04-01,2024-05-01
119,2024-04-01,2024-05-01
119,2024-04-01,2024-05-01
119,2024-04-01,2024-05-01
119,2024-04-01,2024-05-01
119,2024-04-01,2024-05-01
120,2023-11-01,2023-12-01
120,2023-11-01,2023-12-01
120,2023-11-01,2023-12-01
121,2023-12-01,2023-12-31
121,2023-12-01,2024-01-01
121,2023-12-01,2024-01-01
121,2023-12-01,2024-01-01
121,2023-12-01,2024-01-01
122,2023-12-01,2023-12-31
122,2023-12-01,2024-01-01
122,2023-12-01,2024-01-01
123,2024-01-01,2024-01-31
123,2024-01-01,2024-03-01
123,2024-01-01,2024-03-01
123,2024-01-01,2024-03-01
123,2024-01-01,2024-03-01
124,2024-02-01,2024-03-02
125,2024-03-01,2024-03-31
125,2024-03-01,2024-04-01
125,2024-03-01,2024-05-01
126,2024-04-01,2024-05-01
126,2024-04-01,2024-05-01
126,2024-04-01,2024-05-01
127,2023-11-01,2023-12-01
127,2023-11-01,2023-12-01
127,2023-11-01,2023-12-01
127,2023-11-01,2023-12-01
128,2023-12-01,2023-12-31
128,2023-12-01,2024-01-01
128,2023-12-01,2024-01-01
129,2023-12-01,2023-12-31
129,2023-12-01,2024-01-01
129,2023-12-01,2024-01-01
130,2024-01-01,2024-01-31
130,2024-01-01,2024-03-01
130,2024-01-01,2024-03-01
131,2024-02-01,2024-03-02
131,2024-02-01,2024-04-01
131,2024-02-01,2024-05-01
132,2024-03-01,2024-03-31
132,2024-03-01,2024-04-01
132,2024-03-01,2024-05-01
133,2024-04-01,2024-05-01
133,2024-04-01,2024-05-01
133,2024-04-01,2024-05-01
133,2024-04-01,2024-05-01
133,2024-04-01,2024-05-01
133,2024-04-01,2024-05-01
134,2023-11-01,2023-12-01
134,2023-11-01,2023-12-01
134,2023-11-01,2023-12-01
134,2023-11-01,2023-12-01
134,2023-11-01,2023-12-01
135,2023-12-01,2023-12-31
135,2023-12-01,2024-01-01
135,2023-12-01,2024-01-01
136,2023-12-01,2023-12-31
136,2023-12-01,2024-01-01
136,2023-12-01,2024-01-01
136,2023-12-01,2024-01-01
136,2023-12-01,2024-01-01
136,2023-12-01,2024-01-01
137,2024-01-01,2024-01-31
137,2024-01-01,2024-03-01
137,2024-01-01,2024-03-01
138,2024-02-01,2024-03-02
139,2024-03-01,2024-03-31
139,2024-03-01,2024-04-01
139,2024-03-01,2024-05-01
139,2024-03-01,2024-05-01
140,2024-04-01,2024-05-01
140,2024-04-01,2024-05-01
140,2024-04-01,2024-05-01
140,2024-04-01,2024-05-01
140,2024-04-01,2024-05-01
140,2024-04-01,2024-05-01
141,2023-11-01,2023-12-01
141,2023-11-01,2023-12-01
141,2023-11-01,2023-12-01
141,2023-11-01,2023-12-01
141,2023-11-01,2023-12-01
142,2023-12-01,2023-12-31
142,2023-12-01,2024-01-01
142,2023-12-01,2024-01-01
143,2023-12-01,2023-12-31
143,2023-12-01,2024-01-01
143,2023-12-01,2024-01-01
143,2023-12-01,2024-01-01
143,2023-12-01,2024-01-01
144,2024-01-01,2024-01-31
145,2024-02-01,2024-03-02
145,2024-02-01,2024-04-01
145,2024-02-01,2024-05-01
146,2024-03-01,2024-03-31
146,2024-03-01,2024-04-01
146,2024-03-01,2024-05-01
147,2024-04-01,2024-05-01
147,2024-04-01,2024-05-01
147,2024-04-01,2024-05-01
148,2023-11-01,2023-12-01
149,2023-12-01,2023-12-31
149,2023-12-01,2024-01-01
149,2023-12-01,2024-01-01
150,2023-12-01,2023-12-31
151,2024-01-01,2024-01-31
151,2024-01-01,2024-03-01
151,2024-01-01,2024-03-01
152,2024-02-01,2024-03-02
152,2024-02-01,2024-04-01
152,2024-02-01,2024-05-01
152,2024-02-01,2024-05-01
153,2024-03-01,2024-03-31
154,2024-04-01,2024-05-01
154,2024-04-01,2024-05-01
154,2024-04-01,2024-05-01
155,2023-11-01,2023-12-01
155,2023-11-01,2023-12-01
155,2023-11-01,2023-12-01
156,2023-12-01,2023-12-31
156,2023-12-01,2024-01-01
156,2023-12-01,2024-01-01
156,2023-12-01,2024-01-01
157,2023-12-01,2023-12-31
157,2023-12-01,2024-01-01
157,2023-12-01,2024-01-01
158,2024-01-01,2024-01-31
158,2024-01-01,2024-03-01
158,2024-01-01,2024-03-01
158,2024-01-01,2024-03-01
159,2024-02-01,2024-03-02
160,2024-03-01,2024-03-31
160,2024-03-01,2024-04-01
160,2024-03-01,2024-05-01
160,2024-03-01,2024-05-01
160,2024-03-01,2024-05-01
160,2024-03-01,2024-05-01
161,2024-04-01,2024-05-01
161,2024-04-01,2024-05-01
161,2024-04-01,2024-05-01
162,2023-11-01,2023-12-01
162,2023-11-01,2023-12-01
162,2023-11-01,2023-12-01
162,2023-11-01,2023-12-01
162,2023-11-01,2023-12-01
163,2023-12-01,2023-12-31
163,2023-12-01,2024-01-01
163,2023-12-01,2024-01-01
163,2023-12-01,2024-01-01
163,2023-12-01,2024-01-01
163,2023-12-01,2024-01-01
164,2023-12-01,2023-12-31
165,2024-01-01,2024-01-31
165,2024-01-01,2024-03-01
165,2024-01-01,2024-03-01
166,2024-02-01,2024-03-02
167,2024-03-01,2024-03-31
167,2024-03-01,2024-04-01
167,2024-03-01,2024-05-01
168,2024-04-01,2024-05-01
168,2024-04-01,2024-05-01
168,2024-04-01,2024-05-01
168,2024-04-01,2024-05-01
169,2023-11-01,2023-12-01
169,2023-11-01,2023-12-01
169,2023-11-01,2023-12-01
169,2023-11-01,2023-12-01
170,2023-12-01,2023-12-31
171,2023-12-01,2023-12-31
171,2023-12-01,2024-01-01
171,2023-12-01,2024-01-01
172,2024-01-01,2024-01-31
173,2024-02-01,2024-03-02
173,2024-02-01,2024-04-01
173,2024-02-01,2024-05-01
173,2024-02-01,2024-05-01
174,2024-03-01,2024-03-31
174,2024-03-01,2024-04-01
174,2024-03-01,2024-05-01
175,2024-04-01,2024-05-01
176,2023-11-01,2023-12-01
176,2023-11-01,2023-12-01
176,2023-11-01,2023-12-01
177,2023-12-01,2023-12-31
177,2023-12-01,2024-01-01
177,2023-12-01,2024-01-01
178,2023-12-01,2023-12-31
178,2023-12-01,2024-01-01
178,2023-12-01,2024-01-01
178,2023-12-01,2024-01-01
178,2023-12-01,2024-01-01
178,2023-12-01,2024-01-01
179,2024-01-01,2024-01-31
179,2024-01-01,2024-03-01
179,2024-01-01,2024-03-01
180,2024-02-01,2024-03-02
180,2024-02-01,2024-04-01
180,2024-02-01,2024-05-01
181,2024-03-01,2024-03-31
181,2024-03-01,2024-04-01
181,2024-03-01,2024-05-01
181,2024-03-01,2024-05-01
182,2024-04-01,2024-05-01
182,2024-04-01,2024-05-01
182,2024-04-01,2024-05-01
183,2023-11-01,2023-12-01
183,2023-11-01,2023-12-01
183,2023-11-01,2023-12-01
183,2023-11-01,2023-12-01
183,2023-11-01,2023-12-01
183,2023-11-01,2023-12-01
184,2023-12-01,2023-12-31
184,2023-12-01,2024-01-01
184,2023-12-01,2024-01-01
184,2023-12-01,2024-01-01
184,2023-12-01,2024-01-01
184,2023-12-01,2024-01-01
185,2023-12-01,2023-12-31
185,2023-12-01,2024-01-01
185,2023-12-01,2024-01-01
186,2024-01-01,2024-01-31
187,2024-02-01,2024-03-02
187,2024-02-01,2024-04-01
187,2024-02-01,2024-05-01
187,2024-02-01,2024-05-01
187,2024-02-01,2024-05-01
188,2024-03-01,2024-03-31
188,2024-03-01,2024-04-01
188,2024-03-01,2024-05-01
188,2024-03-01,2024-05-01
189,2024-04-01,2024-05-01
189,2024-04-01,2024-05-01
189,2024-04-01,2024-05-01
190,2023-11-01,2023-12-01
190,2023-11-01,2023-12-01
190,2023-11-01,2023-12-01
190,2023-11-01,2023-12-01
190,2023-11-01,2023-12-01
190,2023-11-01,2023-12-01
191,2023-12-01,2023-12-31
191,2023-12-01,2024-01-01
191,2023-12-01,2024-01-01
191,2023-12-01,2024-01-01
191,2023-12-01,2024-01-01
192,2023-12-01,2023-12-31
192,2023-12-01,2024-01-01
192,2023-12-01,2024-01-01
192,2023-12-01,2024-01-01
193,2024-01-01,2024-01-31
193,2024-01-01,2024-03-01
193,2024-01-01,2024-03-01
194,2024-02-01,2024-03-02
194,2024-02-01,2024-04-01
194,2024-02-01,2024-05-01
194,2024-02-01,2024-05-01
194,2024-02-01,2024-05-01
194,2024-02-01,2024-05-01
195,2024-03-01,2024-03-31
195,2024-03-01,2024-04-01
195,2024-03-01,2024-05-01
195,2024-03-01,2024-05-01
196,2024-04-01,2024-05-01
196,2024-04-01,2024-05-01
196,2024-04-01,2024-05-01
196,2024-04-01,2024-05-01
196,2024-04-01,2024-05-01
197,2023-11-01,2023-12-01
197,2023-11-01,2023-12-01
197,2023-11-01,2023-12-01
197,2023-11-01,2023-12-01
198,2023-12-01,2023-12-31
198,2023-12-01,2024-01-01
198,2023-12-01,2024-01-01
198,2023-12-01,2024-01-01
199,2023-12-01,2023-12-31
199,2023-12-01,2024-01-01
199,2023-12-01,2024-01-01
200,2024-01-01,2024-01-31
200,2024-01-01,2024-03-01
200,2024-01-01,2024-03-01
201,2024-02-01,2024-03-02
202,2024-03-01,2024-03-31
202,2024-03-01,2024-04-01
202,2024-03-01,2024-05-01
203,2024-04-01,2024-05-01
203,2024-04-01,2024-05-01
203,2024-04-01,2024-05-01
203,2024-04-01,2024-05-01
204,2023-11-01,2023-12-01
204,2023-11-01,2023-12-01
204,2023-11-01,2023-12-01
205,2023-12-01,2023-12-31
205,2023-12-01,2024-01-01
205,2023-12-01,2024-01-01
205,2023-12-01,2024-01-01
206,2023-12-01,2023-12-31
206,2023-12-01,2024-01-01
206,2023-12-01,2024-01-01
207,2024-01-01,2024-01-31
207,2024-01-01,2024-03-01
207,2024-01-01,2024-03-01
207,2024-01-01,2024-03-01
207,2024-01-01,2024-03-01
208,2024-02-01,2024-03-02
208,2024-02-01,2024-04-01
208,2024-02-01,2024-05-01
208,2024-02-01,2024-05-01
209,2024-03-01,2024-03-31
210,2024-04-01,2024-05-01
210,2024-04-01,2024-05-01
210,2024-04-01,2024-05-01
211,2023-11-01,2023-12-01
211,2023-11-01,2023-12-01
211,2023-11-01,2023-12-01
211,2023-11-01,2023-12-01
212,2023-12-01,2023-12-31
212,2023-12-01,2024-01-01
212,2023-12-01,2024-01-01
213,2023-12-01,2023-12-31
213,2023-12-01,2024-01-01
213,2023-12-01,2024-01-01
214,2024-01-01,2024-01-31
214,2024-01-01,2024-03-01
214,2024-01-01,2024-03-01
214,2024-01-01,2024-03-01
214,2024-01-01,2024-03-01
214,2024-01-01,2024-03-01
215,2024-02-01,2024-03-02
215,2024-02-01,2024-04-01
215,2024-02-01,2024-05-01
215,2024-02-01,2024-05-01
216,2024-03-01,2024-03-31
216,2024-03-01,2024-04-01
216,2024-03-01,2024-05-01
217,2024-04-01,2024-05-01
217,2024-04-01,2024-05-01
217,2024-04-01,2024-05-01
218,2023-11-01,2023-12-01
218,2023-11-01,2023-12-01
218,2023-11-01,2023-12-01
219,2023-12-01,2023-12-31
219,2023-12-01,2024-01-01
219,2023-12-01,2024-01-01
219,2023-12-01,2024-01-01
219,2023-12-01,2024-01-01
219,2023-12-01,2024-01-01
220,2023-12-01,2023-12-31
220,2023-12-01,2024-01-01
220,2023-12-01,2024-01-01
221,2024-01-01,2024-01-31
222,2024-02-01,2024-03-02
222,2024-02-01,2024-04-01
222,2024-02-01,2024-05-01
222,2024-02-01,2024-05-01
222,2024-02-01,2024-05-01
223,2024-03-01,2024-03-31
224,2024-04-01,2024-05-01
224,2024-04-01,2024-05-01
224,2024-04-01,2024-05-01
224,2024-04-01,2024-05-01
225,2023-11-01,2023-12-01
225,2023-11-01,2023-12-01
225,2023-11-01,2023-12-01
225,2023-11-01,2023-12-01
226,2023-12-01,2023-12-31
226,2023-12-01,2024-01-01
226,2023-12-01,2024-01-01
227,2023-12-01,2023-12-31
227,2023-12-01,2024-01-01
227,2023-12-01,2024-01-01
227,2023-12-01,2024-01-01
227,2023-12-01,2024-01-01
228,2024-01-01,2024-01-31
228,2024-01-01,2024-03-01
228,2024-01-01,2024-03-01
229,2024-02-01,2024-03-02
229,2024-02-01,2024-04-01
229,2024-02-01,2024-05-01
229,2024-02-01,2024-05-01
230,2024-03-01,2024-03-31
230,2024-03-01,2024-04-01
230,2024-03-01,2024-05-01
230,2024-03-01,2024-05-01
231,2024-04-01,2024-05-01
232,2023-11-01,2023-12-01
232,2023-11-01,2023-12-01
232,2023-11-01,2023-12-01
233,2023-12-01,2023-12-31
233,2023-12-01,2024-01-01
233,2023-12-01,2024-01-01
233,2023-12-01,2024-01-01
233,2023-12-01,2024-01-01
233,2023-12-01,2024-01-01
234,2023-12-01,2023-12-31
234,2023-12-01,2024-01-01
234,2023-12-01,2024-01-01
234,2023-12-01,2024-01-01
235,2024-01-01,2024-01-31
235,2024-01-01,2024-03-01
235,2024-01-01,2024-03-01
235,2024-01-01,2024-03-01
235,2024-01-01,2024-03-01
235,2024-01-01,2024-03-01
236,2024-02-01,2024-03-02
